"Date";"Open";"High";"Low";"Close";"Volume"
3/19/10 12:00 AM;1166.68;1169.2;1155.33;1159.9;5.21241E9
3/22/10 12:00 AM;1157.25;1167.82;1152.88;1165.81;4.26168E9
3/23/10 12:00 AM;1166.47;1174.72;1163.83;1174.17;4.41164E9
3/24/10 12:00 AM;1172.7;1173.04;1166.01;1167.72;4.70575E9
3/25/10 12:00 AM;1170.03;1180.69;1165.09;1165.73;5.6689E9
3/26/10 12:00 AM;1167.58;1173.93;1161.48;1166.59;4.70842E9
3/29/10 12:00 AM;1167.71;1174.85;1167.71;1173.22;4.37558E9
